date,month,year,axis,origin,destination,number_of_trains_scheduled,number_of_train_canceled,trains_late_at_destination,number_of_trains_actual,percentage_trains_canceled,reliability,line
2018-10,10,2018,International,paris,barcelona,65.0,3.0,17.0,62.0,4.62,72.6,paris:barcelona
2018-10,10,2018,National,paris,angers-saint-laud,359.0,1.0,43.0,358.0,0.28,88.0,paris:angers-saint-laud
2018-10,10,2018,National,paris,angouleme,222.0,0.0,33.0,222.0,0.0,85.1,paris:angouleme
2018-10,10,2018,National,paris,brest,268.0,2.0,20.0,266.0,0.75,92.5,paris:brest
2018-10,10,2018,National,paris,la-rochelle-ville,211.0,0.0,14.0,211.0,0.0,93.4,paris:la-rochelle-ville
2018-10,10,2018,National,paris,laval,201.0,0.0,17.0,201.0,0.0,91.5,paris:laval
2018-10,10,2018,National,paris,le-mans,408.0,1.0,43.0,407.0,0.25,89.4,paris:le-mans
2018-10,10,2018,National,le-mans,paris,395.0,3.0,114.0,392.0,0.76,70.9,le-mans:paris
2018-10,10,2018,National,paris,nantes,482.0,1.0,50.0,481.0,0.21,89.6,paris:nantes
2018-10,10,2018,National,poitiers,paris,434.0,0.0,112.0,434.0,0.0,74.2,poitiers:paris
2018-10,10,2018,National,paris,toulouse,168.0,0.0,23.0,168.0,0.0,86.3,paris:toulouse
2018-10,10,2018,National,rennes,lyon,74.0,0.0,7.0,74.0,0.0,90.5,rennes:lyon
2018-10,10,2018,National,strasbourg,paris,472.0,0.0,71.0,472.0,0.0,85.0,strasbourg:paris
2018-10,10,2018,National,paris,lille,594.0,9.0,76.0,585.0,1.52,87.0,paris:lille
2018-10,10,2018,National,lille,paris,583.0,6.0,79.0,577.0,1.03,86.3,lille:paris
2018-10,10,2018,National,lyon,lille,261.0,3.0,81.0,258.0,1.15,68.6,lyon:lille
2018-10,10,2018,National,bordeaux-st-jean,tourcoing,28.0,0.0,6.0,28.0,0.0,78.6,bordeaux-st-jean:tourcoing
2018-10,10,2018,National,marseille-st-charles,tourcoing,29.0,1.0,5.0,28.0,3.45,82.1,marseille-st-charles:tourcoing
2018-10,10,2018,National,marne-la-vallee,lyon,290.0,1.0,50.0,289.0,0.34,82.7,marne-la-vallee:lyon
2018-10,10,2018,National,avignon,paris,518.0,3.0,114.0,515.0,0.58,77.9,avignon:paris
2018-10,10,2018,National,grenoble,paris,236.0,0.0,22.0,236.0,0.0,90.7,grenoble:paris
2018-10,10,2018,National,marseille-st-charles,paris,440.0,0.0,61.0,440.0,0.0,86.1,marseille-st-charles:paris
2018-10,10,2018,National,montpellier,paris,320.0,13.0,60.0,307.0,4.06,80.5,montpellier:paris
2018-10,10,2018,National,mulhouse-ville,paris,314.0,2.0,32.0,312.0,0.64,89.7,mulhouse-ville:paris
2018-10,10,2018,National,paris,nimes,262.0,9.0,50.0,253.0,3.44,80.2,paris:nimes
2018-10,10,2018,National,paris,saint-etienne-chateaucreux,112.0,2.0,13.0,110.0,1.79,88.2,paris:saint-etienne-chateaucreux
2018-10,10,2018,National,paris,toulon,209.0,5.0,33.0,204.0,2.39,83.8,paris:toulon
2018-10,10,2018,International,francfort,paris,178.0,0.0,26.0,178.0,0.0,85.4,francfort:paris
2018-10,10,2018,International,geneve,paris,232.0,0.0,20.0,232.0,0.0,91.4,geneve:paris
2018-10,10,2018,International,paris,italie,96.0,1.0,21.0,95.0,1.04,77.9,paris:italie
2018-10,10,2018,International,lausanne,paris,140.0,0.0,9.0,140.0,0.0,93.6,lausanne:paris
2018-10,10,2018,International,madrid,marseille-st-charles,31.0,1.0,7.0,30.0,3.23,76.7,madrid:marseille-st-charles
2018-10,10,2018,National,laval,paris,193.0,1.0,27.0,192.0,0.52,85.9,laval:paris
2018-10,10,2018,National,paris,quimper,240.0,1.0,22.0,239.0,0.42,90.8,paris:quimper
2018-10,10,2018,National,quimper,paris,244.0,1.0,26.0,243.0,0.41,89.3,quimper:paris
2018-10,10,2018,National,paris,st-malo,92.0,0.0,5.0,92.0,0.0,94.6,paris:st-malo
2018-10,10,2018,National,paris,strasbourg,451.0,4.0,27.0,447.0,0.89,94.0,paris:strasbourg
2018-10,10,2018,National,dunkerque,paris,241.0,1.0,26.0,240.0,0.41,89.2,dunkerque:paris
2018-10,10,2018,National,lille,marseille-st-charles,167.0,1.0,40.0,166.0,0.6,75.9,lille:marseille-st-charles
2018-10,10,2018,National,bordeaux-st-jean,paris,59.0,0.0,6.0,59.0,0.0,89.8,bordeaux-st-jean:paris
2018-10,10,2018,National,rennes,paris,30.0,0.0,1.0,30.0,0.0,96.7,rennes:paris
2018-10,10,2018,National,tourcoing,bordeaux-st-jean,29.0,0.0,1.0,29.0,0.0,96.6,tourcoing:bordeaux-st-jean
2018-10,10,2018,National,marseille-st-charles,marne-la-vallee,290.0,4.0,61.0,286.0,1.38,78.7,marseille-st-charles:marne-la-vallee
2018-10,10,2018,National,paris,annecy,186.0,0.0,30.0,186.0,0.0,83.9,paris:annecy
2018-10,10,2018,National,chambery-challes-les-eaux,paris,191.0,1.0,56.0,190.0,0.52,70.5,chambery-challes-les-eaux:paris
2018-10,10,2018,National,paris,le-creusot-montceau-montchanin,196.0,0.0,29.0,196.0,0.0,85.2,paris:le-creusot-montceau-montchanin
2018-10,10,2018,National,lyon,marseille-st-charles,482.0,3.0,115.0,479.0,0.62,76.0,lyon:marseille-st-charles
2018-10,10,2018,National,lyon,montpellier,299.0,29.0,84.0,270.0,9.7,68.9,lyon:montpellier
2018-10,10,2018,International,paris,zurich,147.0,0.0,30.0,147.0,0.0,79.6,paris:zurich
2018-10,10,2018,National,bordeaux-st-jean,paris,797.0,2.0,117.0,795.0,0.25,85.3,bordeaux-st-jean:paris
2018-10,10,2018,National,brest,paris,270.0,2.0,29.0,268.0,0.74,89.2,brest:paris
2018-10,10,2018,National,la-rochelle-ville,paris,211.0,0.0,27.0,211.0,0.0,87.2,la-rochelle-ville:paris
2018-10,10,2018,National,paris,poitiers,470.0,0.0,58.0,470.0,0.0,87.7,paris:poitiers
2018-10,10,2018,National,paris,vannes,243.0,1.0,28.0,242.0,0.41,88.4,paris:vannes
2018-10,10,2018,National,lyon,rennes,77.0,1.0,11.0,76.0,1.3,85.5,lyon:rennes
2018-10,10,2018,National,nancy,paris,296.0,1.0,43.0,295.0,0.34,85.4,nancy:paris
2018-10,10,2018,National,nantes,paris,61.0,0.0,11.0,61.0,0.0,82.0,nantes:paris
2018-10,10,2018,National,paris,nantes,56.0,0.0,9.0,56.0,0.0,83.9,paris:nantes
2018-10,10,2018,National,paris,rennes,29.0,0.0,3.0,29.0,0.0,89.7,paris:rennes
2018-10,10,2018,National,paris,avignon,458.0,2.0,88.0,456.0,0.44,80.7,paris:avignon
2018-10,10,2018,National,bellegarde-(ain),paris,235.0,0.0,28.0,235.0,0.0,88.1,bellegarde-(ain):paris
2018-10,10,2018,National,besancon-franche-comte,paris,197.0,2.0,20.0,195.0,1.02,89.7,besancon-franche-comte:paris
2018-10,10,2018,National,nice-ville,paris,161.0,3.0,37.0,158.0,1.86,76.6,nice-ville:paris
2018-10,10,2018,National,valence-alixan,paris,275.0,8.0,60.0,267.0,2.91,77.5,valence-alixan:paris
2018-10,10,2018,National,marseille-st-charles,lyon,514.0,8.0,143.0,506.0,1.56,71.7,marseille-st-charles:lyon
2018-10,10,2018,International,italie,paris,95.0,1.0,32.0,94.0,1.05,66.0,italie:paris
2018-10,10,2018,International,paris,lausanne,142.0,0.0,17.0,142.0,0.0,88.0,paris:lausanne
2018-10,10,2018,International,marseille-st-charles,madrid,32.0,1.0,8.0,31.0,3.12,74.2,marseille-st-charles:madrid
2018-10,10,2018,National,angers-saint-laud,paris,373.0,0.0,47.0,373.0,0.0,87.4,angers-saint-laud:paris
2018-10,10,2018,National,angouleme,paris,262.0,0.0,61.0,262.0,0.0,76.7,angouleme:paris
2018-10,10,2018,National,paris,bordeaux-st-jean,708.0,0.0,49.0,708.0,0.0,93.1,paris:bordeaux-st-jean
2018-10,10,2018,National,st-malo,paris,92.0,2.0,12.0,90.0,2.17,86.7,st-malo:paris
2018-10,10,2018,National,tours,paris,188.0,0.0,51.0,188.0,0.0,72.9,tours:paris
2018-10,10,2018,National,vannes,paris,272.0,2.0,42.0,270.0,0.74,84.4,vannes:paris
2018-10,10,2018,National,paris,metz,298.0,2.0,21.0,296.0,0.67,92.9,paris:metz
2018-10,10,2018,National,strasbourg,nantes,38.0,0.0,9.0,38.0,0.0,76.3,strasbourg:nantes
2018-10,10,2018,National,paris,dunkerque,263.0,3.0,31.0,260.0,1.14,88.1,paris:dunkerque
2018-10,10,2018,National,lille,lyon,252.0,1.0,38.0,251.0,0.4,84.9,lille:lyon
2018-10,10,2018,National,paris,bordeaux-st-jean,56.0,0.0,2.0,56.0,0.0,96.4,paris:bordeaux-st-jean
2018-10,10,2018,National,lyon,marne-la-vallee,260.0,3.0,84.0,257.0,1.15,67.3,lyon:marne-la-vallee
2018-10,10,2018,National,aix-en-provence,paris,397.0,0.0,49.0,397.0,0.0,87.7,aix-en-provence:paris
2018-10,10,2018,National,annecy,paris,186.0,0.0,33.0,186.0,0.0,82.3,annecy:paris
2018-10,10,2018,National,paris,bellegarde-(ain),202.0,0.0,34.0,202.0,0.0,83.2,paris:bellegarde-(ain)
2018-10,10,2018,National,lyon,paris,609.0,1.0,83.0,608.0,0.16,86.3,lyon:paris
2018-10,10,2018,National,paris,macon-loche,192.0,0.0,21.0,192.0,0.0,89.1,paris:macon-loche
2018-10,10,2018,National,paris,montpellier,238.0,9.0,36.0,229.0,3.78,84.3,paris:montpellier
2018-10,10,2018,National,paris,mulhouse-ville,290.0,2.0,46.0,288.0,0.69,84.0,paris:mulhouse-ville
2018-10,10,2018,National,nimes,paris,316.0,13.0,76.0,303.0,4.11,74.9,nimes:paris
2018-10,10,2018,National,perpignan,paris,156.0,11.0,26.0,145.0,7.05,82.1,perpignan:paris
2018-10,10,2018,National,saint-etienne-chateaucreux,paris,107.0,0.0,12.0,107.0,0.0,88.8,saint-etienne-chateaucreux:paris
2018-10,10,2018,National,montpellier,lyon,301.0,31.0,76.0,270.0,10.3,71.9,montpellier:lyon
2018-10,10,2018,International,barcelona,paris,65.0,3.0,15.0,62.0,4.62,75.8,barcelona:paris
2018-11,11,2018,National,paris,angers-saint-laud,375.0,4.0,46.0,371.0,1.07,87.6,paris:angers-saint-laud
2018-11,11,2018,National,angers-saint-laud,paris,371.0,8.0,66.0,363.0,2.16,81.8,angers-saint-laud:paris
2018-11,11,2018,National,bordeaux-st-jean,paris,808.0,20.0,117.0,788.0,2.48,85.2,bordeaux-st-jean:paris
2018-11,11,2018,National,paris,le-mans,406.0,3.0,69.0,403.0,0.74,82.9,paris:le-mans
2018-11,11,2018,National,rennes,paris,569.0,7.0,163.0,562.0,1.23,71.0,rennes:paris
2018-11,11,2018,National,paris,st-malo,87.0,2.0,6.0,85.0,2.3,92.9,paris:st-malo
2018-11,11,2018,National,lyon,rennes,93.0,3.0,19.0,90.0,3.23,78.9,lyon:rennes
2018-11,11,2018,National,paris,metz,309.0,2.0,28.0,307.0,0.65,90.9,paris:metz
2018-11,11,2018,National,paris,strasbourg,467.0,5.0,26.0,462.0,1.07,94.4,paris:strasbourg
2018-11,11,2018,National,paris,dunkerque,271.0,1.0,27.0,270.0,0.37,90.0,paris:dunkerque
2018-11,11,2018,National,dunkerque,paris,246.0,1.0,23.0,245.0,0.41,90.6,dunkerque:paris
2018-11,11,2018,National,bordeaux-st-jean,paris,60.0,0.0,5.0,60.0,0.0,91.7,bordeaux-st-jean:paris
2018-11,11,2018,National,paris,aix-en-provence,437.0,4.0,62.0,433.0,0.92,85.7,paris:aix-en-provence
2018-11,11,2018,National,paris,annecy,193.0,2.0,29.0,191.0,1.04,84.8,paris:annecy
2018-11,11,2018,National,annecy,paris,188.0,1.0,49.0,187.0,0.53,73.8,annecy:paris
2018-11,11,2018,National,grenoble,paris,235.0,0.0,36.0,235.0,0.0,84.7,grenoble:paris
2018-11,11,2018,National,paris,le-creusot-montceau-montchanin,201.0,0.0,45.0,201.0,0.0,77.6,paris:le-creusot-montceau-montchanin
2018-11,11,2018,National,paris,lyon,619.0,1.0,58.0,618.0,0.16,90.6,paris:lyon
2018-11,11,2018,National,montpellier,paris,307.0,5.0,65.0,302.0,1.63,78.5,montpellier:paris
2018-11,11,2018,National,nimes,paris,307.0,5.0,87.0,302.0,1.63,71.2,nimes:paris
2018-11,11,2018,National,paris,saint-etienne-chateaucreux,116.0,0.0,26.0,116.0,0.0,77.6,paris:saint-etienne-chateaucreux
2018-11,11,2018,National,paris,valence-alixan,330.0,8.0,61.0,322.0,2.42,81.1,paris:valence-alixan
2018-11,11,2018,National,valence-alixan,paris,285.0,5.0,69.0,280.0,1.75,75.4,valence-alixan:paris
2018-11,11,2018,International,geneve,paris,212.0,3.0,22.0,209.0,1.42,89.5,geneve:paris
2018-11,11,2018,National,paris,bordeaux-st-jean,734.0,12.0,57.0,722.0,1.63,92.1,paris:bordeaux-st-jean
2018-11,11,2018,National,paris,la-rochelle-ville,218.0,1.0,23.0,217.0,0.46,89.4,paris:la-rochelle-ville
2018-11,11,2018,National,la-rochelle-ville,paris,215.0,2.0,38.0,213.0,0.93,82.2,la-rochelle-ville:paris
2018-11,11,2018,National,le-mans,paris,373.0,9.0,130.0,364.0,2.41,64.3,le-mans:paris
2018-11,11,2018,National,paris,poitiers,447.0,3.0,73.0,444.0,0.67,83.6,paris:poitiers
2018-11,11,2018,National,paris,quimper,256.0,0.0,20.0,256.0,0.0,92.2,paris:quimper
2018-11,11,2018,National,quimper,paris,248.0,0.0,35.0,248.0,0.0,85.9,quimper:paris
2018-11,11,2018,National,paris,st-pierre-des-corps,371.0,2.0,68.0,369.0,0.54,81.6,paris:st-pierre-des-corps
2018-11,11,2018,National,st-pierre-des-corps,paris,393.0,9.0,118.0,384.0,2.29,69.3,st-pierre-des-corps:paris
2018-11,11,2018,National,toulouse,paris,162.0,1.0,16.0,161.0,0.62,90.1,toulouse:paris
2018-11,11,2018,National,tours,paris,189.0,3.0,39.0,186.0,1.59,79.0,tours:paris
2018-11,11,2018,National,paris,vannes,260.0,0.0,30.0,260.0,0.0,88.5,paris:vannes
2018-11,11,2018,National,nantes,strasbourg,40.0,0.0,7.0,40.0,0.0,82.5,nantes:strasbourg
2018-11,11,2018,National,arras,paris,325.0,3.0,81.0,322.0,0.92,74.8,arras:paris
2018-11,11,2018,National,douai,paris,200.0,1.0,53.0,199.0,0.5,73.4,douai:paris
2018-11,11,2018,National,tourcoing,marseille-st-charles,30.0,0.0,3.0,30.0,0.0,90.0,tourcoing:marseille-st-charles
2018-11,11,2018,National,paris,avignon,482.0,2.0,79.0,480.0,0.41,83.5,paris:avignon
2018-11,11,2018,National,chambery-challes-les-eaux,paris,194.0,2.0,64.0,192.0,1.03,66.7,chambery-challes-les-eaux:paris
2018-11,11,2018,National,dijon-ville,paris,431.0,3.0,54.0,428.0,0.7,87.4,dijon-ville:paris
2018-11,11,2018,National,paris,grenoble,246.0,1.0,39.0,245.0,0.41,84.1,paris:grenoble
2018-11,11,2018,National,paris,marseille-st-charles,465.0,4.0,63.0,461.0,0.86,86.3,paris:marseille-st-charles
2018-11,11,2018,National,paris,mulhouse-ville,310.0,3.0,48.0,307.0,0.97,84.4,paris:mulhouse-ville
2018-11,11,2018,National,marseille-st-charles,lyon,537.0,7.0,116.0,530.0,1.3,78.1,marseille-st-charles:lyon
2018-11,11,2018,International,paris,stuttgart,146.0,0.0,14.0,146.0,0.0,90.4,paris:stuttgart
2018-11,11,2018,International,stuttgart,paris,146.0,4.0,18.0,142.0,2.74,87.3,stuttgart:paris
2018-11,11,2018,International,paris,geneve,191.0,2.0,26.0,189.0,1.05,86.2,paris:geneve
2018-11,11,2018,International,paris,lausanne,147.0,2.0,28.0,145.0,1.36,80.7,paris:lausanne
2018-11,11,2018,International,lausanne,paris,142.0,2.0,21.0,140.0,1.41,85.0,lausanne:paris
2018-11,11,2018,International,barcelona,paris,60.0,0.0,19.0,60.0,0.0,68.3,barcelona:paris
2018-11,11,2018,National,brest,paris,273.0,1.0,40.0,272.0,0.37,85.3,brest:paris
2018-11,11,2018,National,laval,paris,196.0,4.0,31.0,192.0,2.04,83.9,laval:paris
2018-11,11,2018,National,paris,rennes,578.0,6.0,71.0,572.0,1.04,87.6,paris:rennes
2018-11,11,2018,National,vannes,paris,265.0,1.0,63.0,264.0,0.38,76.1,vannes:paris
2018-11,11,2018,National,nancy,paris,292.0,1.0,29.0,291.0,0.34,90.0,nancy:paris
2018-11,11,2018,National,reims,paris,202.0,2.0,19.0,200.0,0.99,90.5,reims:paris
2018-11,11,2018,National,strasbourg,nantes,39.0,1.0,8.0,38.0,2.56,78.9,strasbourg:nantes
2018-11,11,2018,National,paris,rennes,30.0,0.0,3.0,30.0,0.0,90.0,paris:rennes
2018-11,11,2018,National,lyon,marne-la-vallee,272.0,3.0,79.0,269.0,1.1,70.6,lyon:marne-la-vallee
2018-11,11,2018,National,paris,dijon-ville,453.0,6.0,54.0,447.0,1.32,87.9,paris:dijon-ville
2018-11,11,2018,National,le-creusot-montceau-montchanin,paris,215.0,1.0,37.0,214.0,0.47,82.7,le-creusot-montceau-montchanin:paris
2018-11,11,2018,National,paris,macon-loche,202.0,1.0,28.0,201.0,0.5,86.1,paris:macon-loche
2018-11,11,2018,National,macon-loche,paris,194.0,0.0,29.0,194.0,0.0,85.1,macon-loche:paris
2018-11,11,2018,National,paris,perpignan,177.0,1.0,63.0,176.0,0.56,64.2,paris:perpignan
2018-11,11,2018,National,paris,toulon,244.0,7.0,49.0,237.0,2.87,79.3,paris:toulon
2018-11,11,2018,International,zurich,paris,145.0,0.0,7.0,145.0,0.0,95.2,zurich:paris
2018-11,11,2018,National,paris,laval,212.0,3.0,41.0,209.0,1.42,80.4,paris:laval
2018-11,11,2018,National,paris,nantes,501.0,7.0,53.0,494.0,1.4,89.3,paris:nantes
2018-11,11,2018,National,nantes,paris,492.0,7.0,78.0,485.0,1.42,83.9,nantes:paris
2018-11,11,2018,National,poitiers,paris,406.0,12.0,109.0,394.0,2.96,72.3,poitiers:paris
2018-11,11,2018,National,st-malo,paris,73.0,1.0,11.0,72.0,1.37,84.7,st-malo:paris
2018-11,11,2018,National,rennes,lyon,90.0,2.0,14.0,88.0,2.22,84.1,rennes:lyon
2018-11,11,2018,National,metz,paris,302.0,2.0,64.0,300.0,0.66,78.7,metz:paris
2018-11,11,2018,National,paris,reims,211.0,3.0,24.0,208.0,1.42,88.5,paris:reims
2018-11,11,2018,National,strasbourg,paris,464.0,5.0,50.0,459.0,1.08,89.1,strasbourg:paris
2018-11,11,2018,National,lille,paris,578.0,2.0,96.0,576.0,0.35,83.3,lille:paris
2018-11,11,2018,National,lyon,lille,271.0,3.0,70.0,268.0,1.11,73.9,lyon:lille
2018-11,11,2018,National,marseille-st-charles,lille,182.0,3.0,44.0,179.0,1.65,75.4,marseille-st-charles:lille
2018-11,11,2018,National,lille,marseille-st-charles,182.0,3.0,37.0,179.0,1.65,79.3,lille:marseille-st-charles
2018-11,11,2018,National,bordeaux-st-jean,tourcoing,28.0,0.0,3.0,28.0,0.0,89.3,bordeaux-st-jean:tourcoing
2018-11,11,2018,National,marseille-st-charles,tourcoing,30.0,0.0,5.0,30.0,0.0,83.3,marseille-st-charles:tourcoing
2018-11,11,2018,National,marne-la-vallee,marseille-st-charles,308.0,3.0,48.0,305.0,0.97,84.3,marne-la-vallee:marseille-st-charles
2018-11,11,2018,National,aix-en-provence,paris,391.0,0.0,40.0,391.0,0.0,89.8,aix-en-provence:paris
2018-11,11,2018,National,avignon,paris,522.0,2.0,95.0,520.0,0.38,81.7,avignon:paris
2018-11,11,2018,National,paris,bellegarde-(ain),201.0,3.0,38.0,198.0,1.49,80.8,paris:bellegarde-(ain)
2018-11,11,2018,National,bellegarde-(ain),paris,219.0,3.0,29.0,216.0,1.37,86.6,bellegarde-(ain):paris
2018-11,11,2018,National,marseille-st-charles,paris,428.0,1.0,56.0,427.0,0.23,86.9,marseille-st-charles:paris
2018-11,11,2018,National,mulhouse-ville,paris,316.0,1.0,42.0,315.0,0.32,86.7,mulhouse-ville:paris
2018-11,11,2018,National,nice-ville,paris,184.0,3.0,39.0,181.0,1.63,78.5,nice-ville:paris
2018-11,11,2018,National,perpignan,paris,153.0,0.0,39.0,153.0,0.0,74.5,perpignan:paris
2018-11,11,2018,National,saint-etienne-chateaucreux,paris,113.0,1.0,19.0,112.0,0.88,83.0,saint-etienne-chateaucreux:paris
2018-11,11,2018,National,lyon,marseille-st-charles,517.0,8.0,129.0,509.0,1.55,74.7,lyon:marseille-st-charles
2018-11,11,2018,National,montpellier,lyon,275.0,5.0,95.0,270.0,1.82,64.8,montpellier:lyon
2018-11,11,2018,International,paris,francfort,172.0,8.0,23.0,164.0,4.65,86.0,paris:francfort
2018-11,11,2018,International,francfort,paris,171.0,6.0,21.0,165.0,3.51,87.3,francfort:paris
2018-11,11,2018,International,paris,italie,92.0,1.0,17.0,91.0,1.09,81.3,paris:italie
2018-11,11,2018,International,marseille-st-charles,madrid,30.0,0.0,4.0,30.0,0.0,86.7,marseille-st-charles:madrid
2018-11,11,2018,National,paris,angouleme,230.0,2.0,35.0,228.0,0.87,84.6,paris:angouleme
2018-11,11,2018,National,angouleme,paris,266.0,9.0,64.0,257.0,3.38,75.1,angouleme:paris
2018-11,11,2018,National,paris,brest,273.0,2.0,31.0,271.0,0.73,88.6,paris:brest
2018-11,11,2018,National,paris,toulouse,164.0,4.0,18.0,160.0,2.44,88.8,paris:toulouse
2018-11,11,2018,National,paris,tours,184.0,1.0,40.0,183.0,0.54,78.1,paris:tours
2018-11,11,2018,National,paris,nancy,287.0,2.0,11.0,285.0,0.7,96.1,paris:nancy
2018-11,11,2018,National,paris,arras,289.0,1.0,33.0,288.0,0.35,88.5,paris:arras
2018-11,11,2018,National,paris,douai,200.0,0.0,25.0,200.0,0.0,87.5,paris:douai
2018-11,11,2018,National,paris,lille,600.0,2.0,73.0,598.0,0.33,87.8,paris:lille
2018-11,11,2018,National,lille,lyon,275.0,5.0,39.0,270.0,1.82,85.6,lille:lyon
2018-11,11,2018,National,nantes,paris,60.0,0.0,10.0,60.0,0.0,83.3,nantes:paris
2018-11,11,2018,National,paris,bordeaux-st-jean,60.0,0.0,5.0,60.0,0.0,91.7,paris:bordeaux-st-jean
2018-11,11,2018,National,paris,nantes,60.0,0.0,12.0,60.0,0.0,80.0,paris:nantes
2018-11,11,2018,National,rennes,paris,30.0,0.0,4.0,30.0,0.0,86.7,rennes:paris
2018-11,11,2018,National,tourcoing,bordeaux-st-jean,30.0,0.0,6.0,30.0,0.0,80.0,tourcoing:bordeaux-st-jean
2018-11,11,2018,National,marne-la-vallee,lyon,311.0,5.0,52.0,306.0,1.61,83.0,marne-la-vallee:lyon
2018-11,11,2018,National,marseille-st-charles,marne-la-vallee,303.0,3.0,47.0,300.0,0.99,84.3,marseille-st-charles:marne-la-vallee
2018-11,11,2018,National,paris,besancon-franche-comte,194.0,3.0,16.0,191.0,1.55,91.6,paris:besancon-franche-comte
2018-11,11,2018,National,besancon-franche-comte,paris,197.0,2.0,21.0,195.0,1.02,89.2,besancon-franche-comte:paris
2018-11,11,2018,National,paris,chambery-challes-les-eaux,183.0,2.0,43.0,181.0,1.09,76.2,paris:chambery-challes-les-eaux
2018-11,11,2018,National,lyon,paris,625.0,3.0,75.0,622.0,0.48,87.9,lyon:paris
2018-11,11,2018,National,paris,montpellier,241.0,5.0,52.0,236.0,2.07,78.0,paris:montpellier
2018-11,11,2018,National,paris,nice-ville,187.0,3.0,31.0,184.0,1.6,83.2,paris:nice-ville
2018-11,11,2018,National,paris,nimes,270.0,5.0,56.0,265.0,1.85,78.9,paris:nimes
2018-11,11,2018,National,toulon,paris,264.0,3.0,51.0,261.0,1.14,80.5,toulon:paris
2018-11,11,2018,National,lyon,montpellier,286.0,7.0,119.0,279.0,2.45,57.3,lyon:montpellier
2018-11,11,2018,International,italie,paris,92.0,1.0,33.0,91.0,1.09,63.7,italie:paris
2018-11,11,2018,International,paris,zurich,147.0,1.0,29.0,146.0,0.68,80.1,paris:zurich
2018-11,11,2018,International,madrid,marseille-st-charles,30.0,0.0,9.0,30.0,0.0,70.0,madrid:marseille-st-charles
2018-11,11,2018,International,paris,barcelona,60.0,0.0,26.0,60.0,0.0,56.7,paris:barcelona
2018-12,12,2018,National,angers-saint-laud,paris,419.0,2.0,84.0,417.0,0.48,79.9,angers-saint-laud:paris
2018-12,12,2018,National,le-mans,paris,424.0,1.0,144.0,423.0,0.24,66.0,le-mans:paris
2018-12,12,2018,National,poitiers,paris,391.0,9.0,78.0,382.0,2.3,79.6,poitiers:paris
2018-12,12,2018,National,rennes,paris,596.0,4.0,156.0,592.0,0.67,73.6,rennes:paris
2018-12,12,2018,National,st-malo,paris,77.0,0.0,8.0,77.0,0.0,89.6,st-malo:paris
2018-12,12,2018,National,rennes,lyon,99.0,0.0,13.0,99.0,0.0,86.9,rennes:lyon
2018-12,12,2018,National,lyon,rennes,90.0,0.0,16.0,90.0,0.0,82.2,lyon:rennes
2018-12,12,2018,National,metz,paris,294.0,3.0,79.0,291.0,1.02,72.9,metz:paris
2018-12,12,2018,National,nancy,paris,305.0,1.0,34.0,304.0,0.33,88.8,nancy:paris
2018-12,12,2018,National,reims,paris,207.0,1.0,29.0,206.0,0.48,85.9,reims:paris
2018-12,12,2018,National,paris,strasbourg,532.0,11.0,79.0,521.0,2.07,84.8,paris:strasbourg
2018-12,12,2018,National,strasbourg,paris,512.0,7.0,85.0,505.0,1.37,83.2,strasbourg:paris
2018-12,12,2018,National,paris,douai,201.0,5.0,36.0,196.0,2.49,81.6,paris:douai
2018-12,12,2018,National,lyon,lille,237.0,5.0,60.0,232.0,2.11,74.1,lyon:lille
2018-12,12,2018,National,marseille-st-charles,tourcoing,31.0,0.0,4.0,31.0,0.0,87.1,marseille-st-charles:tourcoing
2018-12,12,2018,National,lyon,marne-la-vallee,261.0,5.0,44.0,256.0,1.92,82.8,lyon:marne-la-vallee
2018-12,12,2018,National,marne-la-vallee,lyon,300.0,5.0,64.0,295.0,1.67,78.3,marne-la-vallee:lyon
2018-12,12,2018,National,paris,annecy,172.0,1.0,16.0,171.0,0.58,90.6,paris:annecy
2018-12,12,2018,National,paris,lyon,577.0,1.0,42.0,576.0,0.17,92.7,paris:lyon
2018-12,12,2018,National,nimes,paris,308.0,3.0,58.0,305.0,0.97,81.0,nimes:paris
2018-12,12,2018,National,valence-alixan,paris,300.0,3.0,53.0,297.0,1.0,82.2,valence-alixan:paris
2018-12,12,2018,National,marseille-st-charles,lyon,432.0,11.0,56.0,421.0,2.55,86.7,marseille-st-charles:lyon
2018-12,12,2018,International,geneve,paris,222.0,1.0,19.0,221.0,0.45,91.4,geneve:paris
2018-12,12,2018,International,paris,zurich,144.0,0.0,32.0,144.0,0.0,77.8,paris:zurich
2018-12,12,2018,International,madrid,marseille-st-charles,31.0,0.0,6.0,31.0,0.0,80.6,madrid:marseille-st-charles
2018-12,12,2018,International,paris,barcelona,62.0,0.0,13.0,62.0,0.0,79.0,paris:barcelona
2018-12,12,2018,National,paris,angouleme,270.0,3.0,38.0,267.0,1.11,85.8,paris:angouleme
2018-12,12,2018,National,brest,paris,268.0,1.0,21.0,267.0,0.37,92.1,brest:paris
2018-12,12,2018,National,paris,laval,235.0,2.0,49.0,233.0,0.85,79.0,paris:laval
2018-12,12,2018,National,paris,nantes,506.0,1.0,63.0,505.0,0.2,87.5,paris:nantes
2018-12,12,2018,National,paris,quimper,257.0,1.0,21.0,256.0,0.39,91.8,paris:quimper
2018-12,12,2018,National,paris,nancy,293.0,1.0,23.0,292.0,0.34,92.1,paris:nancy
