ID;Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard;empty
INT_17_B;2015-09;Est Centre;BORDEAUX-ST-JEAN;LIMOGES;30;30;0;1;96.7;29.0;BORDEAUX-ST-JEAN:LIMOGES
INT_16_A;2015-09;Nord-Normandie;MAUBEUGE;PARIS-NORD;292;290;2;26;91.0;10.2;MAUBEUGE:PARIS-NORD
INT_1_A;2015-10;Nord-Normandie;AMIENS;PARIS-NORD;126;123;3;31;74.8;3.0;AMIENS:PARIS-NORD
INT_2_B;2015-10;Est Centre;BELFORT;PARIS-EST;134;133;1;9;93.2;13.8;BELFORT:PARIS-EST
INT_45_A;2015-10;Atlantique Méd.;BORDEAUX-ST-JEAN;NICE;194;182;12;57;68.7;2.2;BORDEAUX-ST-JEAN:NICE
INT_3_B;2015-10;Nord-Normandie;BOULOGNE;PARIS-NORD;149;148;1;24;83.8;5.2;BOULOGNE:PARIS-NORD
INT_44_A;2015-10;Centre Sud-Ouest;CERBERE;PARIS-AUSTERLITZ;95;95;0;10;89.5;8.5;CERBERE:PARIS-AUSTERLITZ
INT_25_B;2015-10;Atlantique Méd.;HENDAYE;TOULOUSE-MATABIAU;111;111;0;10;91.0;10.1;HENDAYE:TOULOUSE-MATABIAU
INT_24_A;2015-10;Est Centre;LIMOGES;BORDEAUX-ST-JEAN;31;31;0;4;87.1;6.8;LIMOGES:BORDEAUX-ST-JEAN
INT_9_B;2015-10;Est Centre;LYON-PART-DIEU;NANTES;73;72;1;5;93.1;13.4;LYON-PART-DIEU:NANTES
INT_16_A;2015-10;Nord-Normandie;MAUBEUGE;PARIS-NORD;281;279;2;42;84.9;5.6;MAUBEUGE:PARIS-NORD
INT_1_B;2015-10;Est Centre;NÎMES;CLERMONT-FERRAND;;;0;;0.0;0.0;NÎMES:CLERMONT-FERRAND
INT_4_A;2015-10;Centre Sud-Ouest;PARIS-AUSTERLITZ;ORLÉANS;356;355;1;74;79.2;3.8;PARIS-AUSTERLITZ:ORLÉANS
INT_18_A;2015-10;Centre Sud-Ouest;PARIS-AUSTERLITZ;TOURS;128;128;0;46;64.1;1.8;PARIS-AUSTERLITZ:TOURS
INT_11_B;2015-10;Est Centre;PARIS-BERCY;CLERMONT-FERRAND;235;235;0;33;86.0;6.1;PARIS-BERCY:CLERMONT-FERRAND
INT_13_B;2015-10;Est Centre;PARIS-BERCY;NEVERS;155;155;0;20;87.1;6.8;PARIS-BERCY:NEVERS
INT_17_A;2015-10;Nord-Normandie;PARIS-NORD;MAUBEUGE;242;239;3;27;88.7;7.9;PARIS-NORD:MAUBEUGE
INT_22_A;2015-10;Nord-Normandie;PARIS-ST-LAZARE;CHERBOURG;197;195;2;23;88.2;7.5;PARIS-ST-LAZARE:CHERBOURG
INT_14_B;2015-10;Nord-Normandie;PARIS-VAUGIRARD;GRANVILLE;99;98;1;6;93.9;15.3;PARIS-VAUGIRARD:GRANVILLE
INT_6_B;2015-10;Est Centre;TROYES;PARIS-EST;236;236;0;25;89.4;8.4;TROYES:PARIS-EST
INT_2_B;2015-11;Est Centre;BELFORT;PARIS-EST;111;111;0;20;82.0;4.5;BELFORT:PARIS-EST
INT_45_A;2015-11;Atlantique Méd.;BORDEAUX-ST-JEAN;NICE;196;187;9;55;70.6;2.4;BORDEAUX-ST-JEAN:NICE
INT_17_B;2015-11;Est Centre;BORDEAUX-ST-JEAN;LIMOGES;16;16;0;1;93.8;15.0;BORDEAUX-ST-JEAN:LIMOGES
INT_44_A;2015-11;Centre Sud-Ouest;CERBERE;PARIS-AUSTERLITZ;94;93;1;19;79.6;3.9;CERBERE:PARIS-AUSTERLITZ
INT_23_A;2015-11;Est Centre;CLERMONT-FERRAND;NÎMES;;;0;;0.0;0.0;CLERMONT-FERRAND:NÎMES
INT_8_B;2015-11;Nord-Normandie;GRANVILLE;PARIS-VAUGIRARD;100;89;11;10;88.8;7.9;GRANVILLE:PARIS-VAUGIRARD
INT_44_B;2015-11;Centre Sud-Ouest;PARIS-AUSTERLITZ;CERBERE;99;99;0;16;83.8;5.2;PARIS-AUSTERLITZ:CERBERE
INT_6_A;2015-11;Nord-Normandie;PARIS-ST-LAZARE;CAEN;203;199;4;40;79.9;4.0;PARIS-ST-LAZARE:CAEN
INT_1_A;2015-12;Nord-Normandie;AMIENS;PARIS-NORD;118;117;1;22;81.2;4.3;AMIENS:PARIS-NORD
INT_45_A;2015-12;Atlantique Méd.;BORDEAUX-ST-JEAN;NICE;199;189;10;16;91.5;10.8;BORDEAUX-ST-JEAN:NICE
INT_3_B;2015-12;Nord-Normandie;BOULOGNE;PARIS-NORD;142;139;3;15;89.2;8.3;BOULOGNE:PARIS-NORD
INT_19_A;2015-12;Centre Sud-Ouest;BOURGES;PARIS-AUSTERLITZ;125;124;1;8;93.5;14.5;BOURGES:PARIS-AUSTERLITZ
INT_35_A;2015-12;Nord-Normandie;LE-HAVRE;PARIS-ST-LAZARE;362;361;1;25;93.1;13.4;LE-HAVRE:PARIS-ST-LAZARE
INT_18_A;2015-12;Centre Sud-Ouest;PARIS-AUSTERLITZ;TOURS;127;126;1;28;77.8;3.5;PARIS-AUSTERLITZ:TOURS
INT_18_B;2015-12;Centre Sud-Ouest;PARIS-AUSTERLITZ;BOURGES;127;125;2;9;92.8;12.9;PARIS-AUSTERLITZ:BOURGES
INT_35_B;2015-12;Nord-Normandie;PARIS-ST-LAZARE;LE-HAVRE;360;358;2;21;94.1;16.0;PARIS-ST-LAZARE:LE-HAVRE
INT_14_B;2015-12;Nord-Normandie;PARIS-VAUGIRARD;GRANVILLE;166;165;1;18;89.1;8.2;PARIS-VAUGIRARD:GRANVILLE
INT_14_A;2015-12;Nord-Normandie;TOURS;CAEN;63;63;0;7;88.9;8.0;TOURS:CAEN
INT_44_B;2016-01;Centre Sud-Ouest;PARIS-AUSTERLITZ;CERBERE;56;53;3;6;88.7;7.8;PARIS-AUSTERLITZ:CERBERE
INT_13_B;2016-01;Est Centre;PARIS-BERCY;NEVERS;153;153;0;22;85.6;6.0;PARIS-BERCY:NEVERS
INT_16_B;2016-01;Atlantique Méd.;TOULOUSE-MATABIAU;HENDAYE;114;110;4;13;88.2;7.5;TOULOUSE-MATABIAU:HENDAYE
INT_25_A;2016-02;Atlantique Méd.;BORDEAUX-ST-JEAN;NANTES;112;112;0;36;67.9;2.1;BORDEAUX-ST-JEAN:NANTES
INT_44_A;2016-02;Centre Sud-Ouest;CERBERE;PARIS-AUSTERLITZ;48;47;1;3;93.6;14.7;CERBERE:PARIS-AUSTERLITZ
INT_7_B;2016-02;Est Centre;CLERMONT-FERRAND;BÉZIERS;29;28;1;1;96.4;27.0;CLERMONT-FERRAND:BÉZIERS
INT_3_A;2016-02;Centre Sud-Ouest;ORLÉANS;PARIS-AUSTERLITZ;341;341;0;43;87.4;6.9;ORLÉANS:PARIS-AUSTERLITZ
INT_18_A;2016-02;Centre Sud-Ouest;PARIS-AUSTERLITZ;TOURS;116;116;0;13;88.8;7.9;PARIS-AUSTERLITZ:TOURS
INT_20_A;2016-02;Est Centre;PARIS-EST;TROYES;218;216;2;26;88.0;7.3;PARIS-EST:TROYES
INT_2_A;2016-02;Nord-Normandie;PARIS-NORD;AMIENS;110;110;0;17;84.5;5.5;PARIS-NORD:AMIENS
INT_22_A;2016-02;Nord-Normandie;PARIS-ST-LAZARE;CHERBOURG;187;187;0;9;95.2;19.8;PARIS-ST-LAZARE:CHERBOURG
INT_8_A;2016-02;Nord-Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;75;75;0;7;90.7;9.7;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_2_B;2016-03;Est Centre;BELFORT;PARIS-EST;126;124;2;7;94.4;16.7;BELFORT:PARIS-EST
INT_25_A;2016-03;Atlantique Méd.;BORDEAUX-ST-JEAN;NANTES;84;82;2;41;50.0;1.0;BORDEAUX-ST-JEAN:NANTES
INT_21_B;2016-03;Nord-Normandie;CHERBOURG;PARIS-ST-LAZARE;191;189;2;21;88.9;8.0;CHERBOURG:PARIS-ST-LAZARE
INT_44_B;2016-03;Centre Sud-Ouest;PARIS-AUSTERLITZ;CERBERE;23;23;0;2;91.3;10.5;PARIS-AUSTERLITZ:CERBERE
INT_14_A;2016-03;Nord-Normandie;TOURS;CAEN;58;57;1;5;91.2;10.4;TOURS:CAEN
INT_1_A;2016-04;Nord-Normandie;AMIENS;PARIS-NORD;203;203;0;26;87.2;6.8;AMIENS:PARIS-NORD
INT_13_A;2016-04;Nord-Normandie;CAEN;TOURS;62;62;0;12;80.6;4.2;CAEN:TOURS
INT_5_A;2016-04;Nord-Normandie;CAEN;PARIS-ST-LAZARE;184;183;1;23;87.4;7.0;CAEN:PARIS-ST-LAZARE
INT_21_B;2016-04;Nord-Normandie;CHERBOURG;PARIS-ST-LAZARE;202;200;2;11;94.5;17.2;CHERBOURG:PARIS-ST-LAZARE
INT_23_A;2016-04;Est Centre;CLERMONT-FERRAND;NÎMES;29;29;0;0;100.0;0.0;CLERMONT-FERRAND:NÎMES
INT_21_A;2016-04;Est Centre;CLERMONT-FERRAND;PARIS-BERCY;217;217;0;28;87.1;6.8;CLERMONT-FERRAND:PARIS-BERCY
INT_24_A;2016-04;Est Centre;LIMOGES;BORDEAUX-ST-JEAN;26;26;0;2;92.3;12.0;LIMOGES:BORDEAUX-ST-JEAN
INT_12_B;2016-04;Est Centre;NANTES;LYON-PART-DIEU;63;62;1;3;95.2;19.7;NANTES:LYON-PART-DIEU
INT_3_A;2016-04;Centre Sud-Ouest;ORLÉANS;PARIS-AUSTERLITZ;278;276;2;57;79.3;3.8;ORLÉANS:PARIS-AUSTERLITZ
INT_4_A;2016-04;Centre Sud-Ouest;PARIS-AUSTERLITZ;ORLÉANS;267;264;3;44;83.3;5.0;PARIS-AUSTERLITZ:ORLÉANS
INT_20_A;2016-04;Est Centre;PARIS-EST;TROYES;221;221;0;21;90.5;9.5;PARIS-EST:TROYES
INT_2_A;2016-04;Nord-Normandie;PARIS-NORD;AMIENS;204;204;0;13;93.6;14.7;PARIS-NORD:AMIENS
INT_43_A;2016-04;Nord-Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;275;272;3;30;89.0;8.1;PARIS-ST-LAZARE:ROUEN
INT_16_B;2016-04;Atlantique Méd.;TOULOUSE-MATABIAU;HENDAYE;103;102;1;22;78.4;3.6;TOULOUSE-MATABIAU:HENDAYE
INT_45_A;2016-05;Atlantique Méd.;BORDEAUX-ST-JEAN;NICE;173;170;3;38;77.6;3.5;BORDEAUX-ST-JEAN:NICE
INT_5_A;2016-05;Nord-Normandie;CAEN;PARIS-ST-LAZARE;188;187;1;18;90.4;9.4;CAEN:PARIS-ST-LAZARE
INT_21_A;2016-05;Est Centre;CLERMONT-FERRAND;PARIS-BERCY;172;172;0;38;77.9;3.5;CLERMONT-FERRAND:PARIS-BERCY
INT_12_B;2016-05;Est Centre;NANTES;LYON-PART-DIEU;58;58;0;3;94.8;18.3;NANTES:LYON-PART-DIEU
INT_15_B;2016-05;Atlantique Méd.;NANTES;BORDEAUX-ST-JEAN;80;80;0;17;78.8;3.7;NANTES:BORDEAUX-ST-JEAN
INT_18_A;2016-05;Centre Sud-Ouest;PARIS-AUSTERLITZ;TOURS;118;117;1;17;85.5;5.9;PARIS-AUSTERLITZ:TOURS
INT_2_A;2016-05;Nord-Normandie;PARIS-NORD;AMIENS;193;192;1;37;80.7;4.2;PARIS-NORD:AMIENS
INT_35_B;2016-05;Nord-Normandie;PARIS-ST-LAZARE;LE-HAVRE;322;322;0;63;80.4;4.1;PARIS-ST-LAZARE:LE-HAVRE
INT_5_B;2016-05;Centre Sud-Ouest;TOURS;PARIS-AUSTERLITZ;123;123;0;20;83.7;5.2;TOURS:PARIS-AUSTERLITZ
INT_6_B;2016-05;Est Centre;TROYES;PARIS-EST;236;231;5;46;80.1;4.0;TROYES:PARIS-EST
INT_25_A;2016-06;Atlantique Méd.;BORDEAUX-ST-JEAN;NANTES;51;51;0;23;54.9;1.2;BORDEAUX-ST-JEAN:NANTES
INT_3_B;2016-06;Nord-Normandie;BOULOGNE;PARIS-NORD;74;72;2;15;79.2;3.8;BOULOGNE:PARIS-NORD
INT_13_A;2016-06;Nord-Normandie;CAEN;TOURS;25;25;0;2;92.0;11.5;CAEN:TOURS
INT_5_A;2016-06;Nord-Normandie;CAEN;PARIS-ST-LAZARE;129;129;0;24;81.4;4.4;CAEN:PARIS-ST-LAZARE
INT_6_A;2016-06;Nord-Normandie;PARIS-ST-LAZARE;CAEN;135;134;1;25;81.3;4.4;PARIS-ST-LAZARE:CAEN
INT_35_B;2016-06;Nord-Normandie;PARIS-ST-LAZARE;LE-HAVRE;241;240;1;57;76.3;3.2;PARIS-ST-LAZARE:LE-HAVRE
INT_6_B;2016-06;Est Centre;TROYES;PARIS-EST;162;158;4;32;79.7;3.9;TROYES:PARIS-EST
INT_11_A;2016-07;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;263;263;0;15;94.3;16.5;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_3_B;2016-07;Nord Est;BOULOGNE-VILLE;PARIS-NORD;141;139;2;20;85.6;6.0;BOULOGNE-VILLE:PARIS-NORD
INT_16_A;2016-07;Nord Est;MAUBEUGE;PARIS-NORD;254;249;5;20;92.0;11.4;MAUBEUGE:PARIS-NORD
INT_5_B;2016-07;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;130;130;0;43;66.9;2.0;TOURS:PARIS-AUSTERLITZ
INT_19_A;2016-07;Paris Centre Sud;BOURGES;PARIS-AUSTERLITZ;124;124;0;36;71.0;2.4;BOURGES:PARIS-AUSTERLITZ
INT_13_B;2016-07;Paris Centre Sud;PARIS-BERCY;NEVERS;152;151;1;19;87.4;6.9;PARIS-BERCY:NEVERS
INT_25_A;2016-07;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;93;93;0;17;81.7;4.5;BORDEAUX-ST-JEAN:NANTES
INT_22_B;2016-07;Méditerranée Atlantique;MARSEILLE-ST-CHARLES;BORDEAUX-ST-JEAN;186;184;2;69;62.5;1.7;MARSEILLE-ST-CHARLES:BORDEAUX-ST-JEAN
INT_27_A;2016-07;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE/CERBERE;110;110;0;24;78.2;3.6;PARIS-AUSTERLITZ:TOULOUSE/CERBERE
INT_27_B;2016-07;Paris Centre Sud;TOULOUSE/CERBERE;PARIS-AUSTERLITZ;98;98;0;23;76.5;3.3;TOULOUSE/CERBERE:PARIS-AUSTERLITZ
INT_28_A;2016-07;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE-MATABIAU/RODEZ;91;91;0;8;91.2;10.4;PARIS-AUSTERLITZ:TOULOUSE-MATABIAU/RODEZ
INT_30_A;2016-07;Paris Centre Sud;HENDAYE;PARIS-AUSTERLITZ;26;26;0;4;84.6;5.5;HENDAYE:PARIS-AUSTERLITZ
INT_32_A;2016-07;Paris Centre Sud;BRIANÇON/NICE-VILLE;PARIS-AUSTERLITZ;61;61;0;9;85.2;5.8;BRIANÇON/NICE-VILLE:PARIS-AUSTERLITZ
INT_33_A;2016-07;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;30;28;2;11;60.7;1.5;PARIS-AUSTERLITZ:NICE-VILLE
INT_3_A;2016-08;Paris Centre Sud;ORLÉANS;PARIS-AUSTERLITZ;288;282;6;46;83.7;5.1;ORLÉANS:PARIS-AUSTERLITZ
INT_14_A;2016-08;Normandie;TOURS;CAEN;62;61;1;3;95.1;19.3;TOURS:CAEN
INT_6_B;2016-08;Nord Est;TROYES;PARIS-EST;220;217;3;29;86.6;6.5;TROYES:PARIS-EST
INT_20_A;2016-08;Nord Est;PARIS-EST;TROYES;218;218;0;38;82.6;4.7;PARIS-EST:TROYES
INT_8_B;2016-08;Normandie;GRANVILLE;PARIS-VAUGIRARD;163;162;1;16;90.1;9.1;GRANVILLE:PARIS-VAUGIRARD
INT_20_B;2016-08;Nord Est;PARIS-EST;BELFORT;67;67;0;4;94.0;15.8;PARIS-EST:BELFORT
INT_24_A;2016-08;Méditerranée Atlantique;LIMOGES;BORDEAUX-ST-JEAN;31;31;0;0;100.0;0.0;LIMOGES:BORDEAUX-ST-JEAN
INT_25_B;2016-08;Méditerranée Atlantique;HENDAYE;TOULOUSE-MATABIAU;124;124;0;16;87.1;6.8;HENDAYE:TOULOUSE-MATABIAU
INT_26_B;2016-08;Paris Centre Sud;BRIVE/CAHORS;PARIS-AUSTERLITZ;151;150;1;21;86.0;6.1;BRIVE/CAHORS:PARIS-AUSTERLITZ
INT_31_B;2016-08;Paris Centre Sud;PARIS-AUSTERLITZ;BOURG-ST-MAURICE/ST-GERVAIS;27;27;0;2;92.6;12.5;PARIS-AUSTERLITZ:BOURG-ST-MAURICE/ST-GERVAIS
INT_32_A;2016-08;Paris Centre Sud;BRIANÇON/NICE-VILLE;PARIS-AUSTERLITZ;59;59;0;14;76.3;3.2;BRIANÇON/NICE-VILLE:PARIS-AUSTERLITZ
INT_33_A;2016-08;Paris Centre Sud;PARIS-AUSTERLITZ;NICE-VILLE;30;30;0;1;96.7;29.0;PARIS-AUSTERLITZ:NICE-VILLE
INT_5_A;2016-09;Normandie;CAEN;PARIS-ST-LAZARE;186;184;2;18;90.2;9.2;CAEN:PARIS-ST-LAZARE
INT_35_A;2016-09;Normandie;LE HAVRE;PARIS-ST-LAZARE;345;339;6;48;85.8;6.1;LE HAVRE:PARIS-ST-LAZARE
INT_35_B;2016-09;Normandie;PARIS-ST-LAZARE;LE HAVRE;342;337;5;49;85.5;5.9;PARIS-ST-LAZARE:LE HAVRE
INT_13_A;2016-09;Normandie;CAEN;TOURS;50;50;0;4;92.0;11.5;CAEN:TOURS
INT_18_B;2016-09;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;119;117;2;10;91.5;10.7;PARIS-AUSTERLITZ:BOURGES
INT_4_B;2016-09;Paris Centre Sud;NEVERS;PARIS-BERCY;156;156;0;17;89.1;8.2;NEVERS:PARIS-BERCY
INT_22_A;2016-09;Normandie;PARIS-ST-LAZARE;CHERBOURG;195;193;2;24;87.6;7.0;PARIS-ST-LAZARE:CHERBOURG
INT_8_B;2016-09;Normandie;GRANVILLE;PARIS-VAUGIRARD;158;157;1;11;93.0;13.3;GRANVILLE:PARIS-VAUGIRARD
INT_9_B;2016-09;Méditerranée Atlantique;LYON-PART-DIEU;NANTES;56;56;0;5;91.1;10.2;LYON-PART-DIEU:NANTES
INT_17_B;2016-09;Méditerranée Atlantique;BORDEAUX-ST-JEAN;LIMOGES;28;27;1;7;74.1;2.9;BORDEAUX-ST-JEAN:LIMOGES
INT_15_B;2016-09;Méditerranée Atlantique;NANTES;BORDEAUX-ST-JEAN;90;90;0;23;74.4;2.9;NANTES:BORDEAUX-ST-JEAN
INT_32_A;2016-09;Paris Centre Sud;BRIANÇON/NICE-VILLE;PARIS-AUSTERLITZ;58;58;0;11;81.0;4.3;BRIANÇON/NICE-VILLE:PARIS-AUSTERLITZ
INT_2_A;2016-10;Nord Est;PARIS-NORD;AMIENS;219;219;0;12;94.5;17.3;PARIS-NORD:AMIENS
INT_6_A;2016-10;Normandie;PARIS-ST-LAZARE;CAEN;215;214;1;29;86.4;6.4;PARIS-ST-LAZARE:CAEN
INT_11_A;2016-10;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;312;308;4;26;91.6;10.8;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_12_A;2016-10;Normandie;PARIS-ST-LAZARE;ROUEN-RIVE-DROITE;292;290;2;25;91.4;10.6;PARIS-ST-LAZARE:ROUEN-RIVE-DROITE
INT_15_A;2016-10;Nord Est;PARIS-NORD;BOULOGNE-VILLE;151;149;2;13;91.3;10.5;PARIS-NORD:BOULOGNE-VILLE
INT_18_B;2016-10;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;142;142;0;11;92.3;11.9;PARIS-AUSTERLITZ:BOURGES
INT_20_A;2016-10;Nord Est;PARIS-EST;TROYES;235;231;4;24;89.6;8.6;PARIS-EST:TROYES
INT_21_A;2016-10;Paris Centre Sud;CLERMONT-FERRAND;PARIS-BERCY;207;206;1;36;82.5;4.7;CLERMONT-FERRAND:PARIS-BERCY
INT_21_B;2016-10;Normandie;CHERBOURG;PARIS-ST-LAZARE;213;213;0;15;93.0;13.2;CHERBOURG:PARIS-ST-LAZARE
INT_8_B;2016-10;Normandie;GRANVILLE;PARIS-VAUGIRARD;165;165;0;23;86.1;6.2;GRANVILLE:PARIS-VAUGIRARD
INT_12_B;2016-10;Méditerranée Atlantique;NANTES;LYON-PART-DIEU;67;66;1;7;89.4;8.4;NANTES:LYON-PART-DIEU
INT_25_A;2016-10;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NANTES;85;85;0;17;80.0;4.0;BORDEAUX-ST-JEAN:NANTES
INT_26_A;2016-10;Paris Centre Sud;PARIS-AUSTERLITZ;BRIVE/CAHORS;126;126;0;11;91.3;10.5;PARIS-AUSTERLITZ:BRIVE/CAHORS
INT_28_B;2016-10;Paris Centre Sud;TOULOUSE-MATABIAU/RODEZ;PARIS-AUSTERLITZ;56;52;4;3;94.2;16.3;TOULOUSE-MATABIAU/RODEZ:PARIS-AUSTERLITZ
INT_7_A;2016-11;Normandie;TROUVILLE-DEAUVILLE;PARIS-ST-LAZARE;74;74;0;19;74.3;2.9;TROUVILLE-DEAUVILLE:PARIS-ST-LAZARE
INT_21_B;2016-11;Normandie;CHERBOURG;PARIS-ST-LAZARE;207;205;2;29;85.9;6.1;CHERBOURG:PARIS-ST-LAZARE
INT_29_B;2016-11;Paris Centre Sud;PARIS-AUSTERLITZ;CERBÈRE;58;53;5;9;83.0;4.9;PARIS-AUSTERLITZ: CERBÈRE
INT_6_A;2016-12;Normandie;PARIS-ST-LAZARE;CAEN;217;215;2;36;83.3;5.0;PARIS-ST-LAZARE:CAEN
INT_11_A;2016-12;Normandie;ROUEN-RIVE-DROITE;PARIS-ST-LAZARE;326;320;6;22;93.1;13.5;ROUEN-RIVE-DROITE:PARIS-ST-LAZARE
INT_13_A;2016-12;Normandie;CAEN;TOURS;66;66;0;9;86.4;6.3;CAEN:TOURS
INT_17_A;2016-12;Nord Est;PARIS-NORD;MAUBEUGE;298;297;1;43;85.5;5.9;PARIS-NORD:MAUBEUGE
INT_18_B;2016-12;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;123;122;1;18;85.2;5.8;PARIS-AUSTERLITZ:BOURGES
INT_22_A;2016-12;Normandie;PARIS-ST-LAZARE;CHERBOURG;199;197;2;21;89.3;8.4;PARIS-ST-LAZARE:CHERBOURG
INT_1_B;2016-12;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;31;31;0;1;96.8;30.0;NÎMES:CLERMONT-FERRAND
INT_30_B;2016-12;Paris Centre Sud;PARIS-AUSTERLITZ;HENDAYE;14;14;0;2;85.7;6.0;PARIS-AUSTERLITZ:HENDAYE
INT_32_B;2016-12;Paris Centre Sud;PARIS-AUSTERLITZ;BRIANÇON;31;30;1;9;70.0;2.3;PARIS-AUSTERLITZ:BRIANÇON
INT_3_A;2017-01;Paris Centre Sud;ORLÉANS;PARIS-AUSTERLITZ;361;359;2;72;79.9;4.0;ORLÉANS:PARIS-AUSTERLITZ
INT_35_A;2017-01;Normandie;LE HAVRE;PARIS-ST-LAZARE;358;352;6;36;89.8;8.8;LE HAVRE:PARIS-ST-LAZARE
INT_14_A;2017-01;Normandie;TOURS;CAEN;62;62;0;5;91.9;11.4;TOURS:CAEN
INT_16_A;2017-01;Nord Est;MAUBEUGE;PARIS-NORD;295;292;3;31;89.4;8.4;MAUBEUGE:PARIS-NORD
INT_5_B;2017-01;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;128;128;0;28;78.1;3.6;TOURS:PARIS-AUSTERLITZ
INT_18_B;2017-01;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;124;124;0;17;86.3;6.3;PARIS-AUSTERLITZ:BOURGES
INT_13_B;2017-01;Paris Centre Sud;PARIS-BERCY;NEVERS;158;157;1;14;91.1;10.2;PARIS-BERCY:NEVERS
INT_23_A;2017-01;Paris Centre Sud;CLERMONT-FERRAND;NÎMES;33;31;2;4;87.1;6.8;CLERMONT-FERRAND:NÎMES
INT_1_B;2017-01;Paris Centre Sud;NÎMES;CLERMONT-FERRAND;32;31;1;2;93.5;14.5;NÎMES:CLERMONT-FERRAND
INT_12_B;2017-01;Méditerranée Atlantique;NANTES;LYON-PART-DIEU;66;64;2;5;92.2;11.8;NANTES:LYON-PART-DIEU
INT_24_A;2017-01;Méditerranée Atlantique;LIMOGES;BORDEAUX-ST-JEAN;32;31;1;0;100.0;0.0;LIMOGES:BORDEAUX-ST-JEAN
INT_10_B;2017-01;Méditerranée Atlantique;BORDEAUX-ST-JEAN;NICE-VILLE;192;188;4;30;84.0;5.3;BORDEAUX-ST-JEAN:NICE-VILLE
INT_23_B;2017-01;Paris Centre Sud;LIMOGES;PARIS-AUSTERLITZ;57;57;0;6;89.5;8.5;LIMOGES:PARIS-AUSTERLITZ
INT_27_B;2017-01;Paris Centre Sud;TOULOUSE/CERBERE;PARIS-AUSTERLITZ;98;98;0;74;24.5;0.3;TOULOUSE/CERBERE:PARIS-AUSTERLITZ
INT_29_B;2017-01;Paris Centre Sud;PARIS-AUSTERLITZ;CERBÈRE;30;27;3;4;85.2;5.8;PARIS-AUSTERLITZ: CERBÈRE
INT_5_A;2017-02;Normandie;CAEN;PARIS-ST-LAZARE;175;174;1;23;86.8;6.6;CAEN:PARIS-ST-LAZARE
INT_8_A;2017-02;Normandie;PARIS-ST-LAZARE;TROUVILLE-DEAUVILLE;73;72;1;8;88.9;8.0;PARIS-ST-LAZARE:TROUVILLE-DEAUVILLE
INT_14_A;2017-02;Normandie;TOURS;CAEN;56;56;0;3;94.6;17.7;TOURS:CAEN
INT_17_A;2017-02;Nord Est;PARIS-NORD;MAUBEUGE;274;272;2;29;89.3;8.4;PARIS-NORD:MAUBEUGE
INT_5_B;2017-02;Paris Centre Sud;TOURS;PARIS-AUSTERLITZ;116;115;1;17;85.2;5.8;TOURS:PARIS-AUSTERLITZ
INT_18_B;2017-02;Paris Centre Sud;PARIS-AUSTERLITZ;BOURGES;113;111;2;11;90.1;9.1;PARIS-AUSTERLITZ:BOURGES
INT_20_A;2017-02;Nord Est;PARIS-EST;TROYES;203;201;2;18;91.0;10.2;PARIS-EST:TROYES
INT_11_B;2017-02;Paris Centre Sud;PARIS-BERCY;CLERMONT-FERRAND;207;207;0;22;89.4;8.4;PARIS-BERCY:CLERMONT-FERRAND
INT_8_B;2017-02;Normandie;GRANVILLE;PARIS-VAUGIRARD;148;147;1;10;93.2;13.7;GRANVILLE:PARIS-VAUGIRARD
INT_14_B;2017-02;Normandie;PARIS-VAUGIRARD;GRANVILLE;147;147;0;7;95.2;20.0;PARIS-VAUGIRARD:GRANVILLE
INT_15_B;2017-02;Méditerranée Atlantique;NANTES;BORDEAUX-ST-JEAN;83;83;0;9;89.2;8.2;NANTES:BORDEAUX-ST-JEAN
INT_24_B;2017-02;Paris Centre Sud;PARIS-AUSTERLITZ;LIMOGES;59;59;0;11;81.4;4.4;PARIS-AUSTERLITZ:LIMOGES
INT_42_A;2017-02;Paris Centre Sud;PARIS-AUSTERLITZ;TOULOUSE;96;96;0;18;81.3;4.3;PARIS-AUSTERLITZ:TOULOUSE
